Body,Name of Body,Date,Transaction Number,Invoice Number,Amount,Supplier Name,Supplier ID,Vat Reg No,Expense Area,Expense Type,Expense Code,Creditor Type
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045478,REDACTED UNDER DP ACT,566.64,STEP ONE,87475,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045480,REDACTED UNDER DP ACT,967.95,MOUNT RALEIGH RCH (KALM LIVING),90601,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045483,REDACTED UNDER DP ACT,1486.52,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,915896970,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045487,REDACTED UNDER DP ACT,1926.4,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,915896970,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045488,REDACTED UNDER DP ACT,629,LIFEWAYS COMMUNITY CARE LTD (NEW,96733,915896970,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045492,REDACTED UNDER DP ACT,919.56,NEW WITHEVEN,138197,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045494,REDACTED UNDER DP ACT,656.88,NEW WITHEVEN,138197,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045495,REDACTED UNDER DP ACT,640.8,NEW WITHEVEN,138197,,Adult Care & Health,Care Spot - Private (3rd),5701,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045501,REDACTED UNDER DP ACT,615.83,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045502,REDACTED UNDER DP ACT,1273.6399999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045503,REDACTED UNDER DP ACT,793.4799999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045504,REDACTED UNDER DP ACT,853.8399999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045505,REDACTED UNDER DP ACT,2019.8,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045506,REDACTED UNDER DP ACT,1047.48,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045507,REDACTED UNDER DP ACT,934.92,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045508,REDACTED UNDER DP ACT,1377.3999999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045509,REDACTED UNDER DP ACT,834.16,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045510,REDACTED UNDER DP ACT,1484.2,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045511,REDACTED UNDER DP ACT,962.8399999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045512,REDACTED UNDER DP ACT,616.64,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045513,REDACTED UNDER DP ACT,1780.96,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045514,REDACTED UNDER DP ACT,672.4399999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045515,REDACTED UNDER DP ACT,947.0799999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045516,REDACTED UNDER DP ACT,846.64,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045517,REDACTED UNDER DP ACT,1047.48,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045518,REDACTED UNDER DP ACT,947.0799999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045519,REDACTED UNDER DP ACT,1003.1599999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045520,REDACTED UNDER DP ACT,846.1999999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045521,REDACTED UNDER DP ACT,846.64,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045522,REDACTED UNDER DP ACT,1512.44,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045523,REDACTED UNDER DP ACT,934.92,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045524,REDACTED UNDER DP ACT,756.28,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045525,REDACTED UNDER DP ACT,1248.12,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045526,REDACTED UNDER DP ACT,866.64,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045527,REDACTED UNDER DP ACT,640.5999999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045528,REDACTED UNDER DP ACT,834.16,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045529,REDACTED UNDER DP ACT,667.0799999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045530,REDACTED UNDER DP ACT,1380.04,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045531,REDACTED UNDER DP ACT,1536.96,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045532,REDACTED UNDER DP ACT,846.64,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045533,REDACTED UNDER DP ACT,1194.72,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045534,REDACTED UNDER DP ACT,1476.32,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045535,REDACTED UNDER DP ACT,745.5999999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045536,REDACTED UNDER DP ACT,745.5999999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045537,REDACTED UNDER DP ACT,963.92,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045538,REDACTED UNDER DP ACT,597.7199999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045539,REDACTED UNDER DP ACT,690.92,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045540,REDACTED UNDER DP ACT,1350.24,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045541,REDACTED UNDER DP ACT,1035.68,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045542,REDACTED UNDER DP ACT,1047.48,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045543,REDACTED UNDER DP ACT,859,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045544,REDACTED UNDER DP ACT,1298.6,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045545,REDACTED UNDER DP ACT,4074.8,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045546,REDACTED UNDER DP ACT,4015.96,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045547,REDACTED UNDER DP ACT,854,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045548,REDACTED UNDER DP ACT,1769.24,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045549,REDACTED UNDER DP ACT,1286.44,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045550,REDACTED UNDER DP ACT,1298.8,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045551,REDACTED UNDER DP ACT,866.64,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045552,REDACTED UNDER DP ACT,3409.76,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045553,REDACTED UNDER DP ACT,771.8399999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045554,REDACTED UNDER DP ACT,816.68,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045555,REDACTED UNDER DP ACT,859,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045556,REDACTED UNDER DP ACT,1399.6399999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045557,REDACTED UNDER DP ACT,628.4399999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045558,REDACTED UNDER DP ACT,1181.52,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045559,REDACTED UNDER DP ACT,1386.44,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045560,REDACTED UNDER DP ACT,1316.96,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045561,REDACTED UNDER DP ACT,947.0799999999999,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045562,REDACTED UNDER DP ACT,1312.12,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045563,REDACTED UNDER DP ACT,934.92,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045564,REDACTED UNDER DP ACT,846.52,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045565,REDACTED UNDER DP ACT,1066.9199999999998,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045566,REDACTED UNDER DP ACT,523.4,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045567,REDACTED UNDER DP ACT,2241.1200000000003,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045568,REDACTED UNDER DP ACT,986.72,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045569,REDACTED UNDER DP ACT,1048.12,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045570,REDACTED UNDER DP ACT,1318.24,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045571,REDACTED UNDER DP ACT,786.28,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045572,REDACTED UNDER DP ACT,765.24,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045573,REDACTED UNDER DP ACT,1318.24,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045574,REDACTED UNDER DP ACT,834.16,SHARED LIVES SOUTH WEST,162133,844367116,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045577,REDACTED UNDER DP ACT,893.76,PASSMORE CARE SERVICES LTD,164166,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045578,REDACTED UNDER DP ACT,1775.52,PASSMORE CARE SERVICES LTD,164166,,Adult Care & Health,Individualised Support - Private (3rd),5706,LTD
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045583,REDACTED UNDER DP ACT,2787.56,THE WHEEL HOUSE,194478,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045584,REDACTED UNDER DP ACT,2912.16,THE WHEEL HOUSE,194478,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045585,REDACTED UNDER DP ACT,3350.52,THE WHEEL HOUSE,194478,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045586,REDACTED UNDER DP ACT,1383.44,THE WHEEL HOUSE,194478,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045587,REDACTED UNDER DP ACT,4099,THE WHEEL HOUSE,194478,,Adult Care & Health,Individualised Support - Private (3rd),5706,BUSN
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045601,REDACTED UNDER DP ACT,21556.48,DIMENSIONS (UK) LTD,210338,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
18,Devon County Council,2019-04-01 00:00:00,CFADDAY34045602,REDACTED UNDER DP ACT,2926.08,ADVANCE ENABLING ST JOHNS,233033,,Adult Care & Health,Individualised Support - Private (3rd),5706,B
